INSERT INTO dateC VALUES (0, TO_DATE('1-1-2020','DD-MM-YYYY'), 'Lundi', 'Janvier', '2020', 1, 1);
INSERT INTO search VALUES (229, 0, 0,61,26,35,0.57,0.43,80,36,44,0.45,0.55,31);
INSERT INTO search VALUES (229, 0, 1,49,18,31,0.63,0.37,7,5,2,0.71,0.29,45);
INSERT INTO search VALUES (229, 0, 2,78,39,39,0.5,0.5,32,17,15,0.53,0.47,10);
INSERT INTO search VALUES (229, 0, 3,95,92,3,0.03,0.97,79,36,43,0.46,0.54,58);
INSERT INTO search VALUES (229, 0, 4,77,63,14,0.18,0.82,56,0,56,0.0,1.0,67);
INSERT INTO search VALUES (229, 0, 5,5,4,1,0.2,0.8,98,3,95,0.03,0.97,31);
INSERT INTO search VALUES (229, 0, 6,21,16,5,0.24,0.76,16,4,12,0.25,0.75,63);
INSERT INTO search VALUES (230, 0, 0,62,25,37,0.6,0.4,77,48,29,0.62,0.38,6);
INSERT INTO search VALUES (230, 0, 1,43,42,1,0.02,0.98,50,16,34,0.32,0.68,33);
INSERT INTO search VALUES (230, 0, 2,34,8,26,0.76,0.24,58,37,21,0.64,0.36,18);
INSERT INTO search VALUES (230, 0, 3,53,12,41,0.77,0.23,14,7,7,0.5,0.5,56);
INSERT INTO search VALUES (230, 0, 4,96,84,12,0.12,0.88,73,22,51,0.3,0.7,84);
INSERT INTO search VALUES (230, 0, 5,3,0,3,1.0,0.0,84,61,23,0.73,0.27,44);
INSERT INTO search VALUES (230, 0, 6,21,13,8,0.38,0.62,36,20,16,0.56,0.44,49);
INSERT INTO search VALUES (231, 0, 0,51,6,45,0.88,0.12,8,0,8,0.0,1.0,49);
INSERT INTO search VALUES (231, 0, 1,97,86,11,0.11,0.89,53,49,4,0.92,0.08,19);
INSERT INTO search VALUES (231, 0, 2,94,20,74,0.79,0.21,96,89,7,0.93,0.07,2);
INSERT INTO search VALUES (231, 0, 3,59,52,7,0.12,0.88,65,50,15,0.77,0.23,35);
INSERT INTO search VALUES (231, 0, 4,70,19,51,0.73,0.27,82,32,50,0.39,0.61,2);
INSERT INTO search VALUES (231, 0, 5,46,8,38,0.83,0.17,73,21,52,0.29,0.71,6);
INSERT INTO search VALUES (231, 0, 6,53,0,53,1.0,0.0,17,12,5,0.71,0.29,46);
INSERT INTO search VALUES (232, 0, 0,71,27,44,0.62,0.38,35,11,24,0.31,0.69,66);
INSERT INTO search VALUES (232, 0, 1,2,0,2,1.0,0.0,92,38,54,0.41,0.59,44);
INSERT INTO search VALUES (232, 0, 2,4,1,3,0.75,0.25,50,9,41,0.18,0.82,5);
INSERT INTO search VALUES (232, 0, 3,99,98,1,0.01,0.99,95,90,5,0.95,0.05,46);
INSERT INTO search VALUES (232, 0, 4,58,38,20,0.34,0.66,79,65,14,0.82,0.18,5);
INSERT INTO search VALUES (232, 0, 5,56,44,12,0.21,0.79,19,19,0,1.0,0.0,86);
INSERT INTO search VALUES (232, 0, 6,67,12,55,0.82,0.18,70,16,54,0.23,0.77,43);
INSERT INTO search VALUES (233, 0, 0,39,17,22,0.56,0.44,19,13,6,0.68,0.32,69);
INSERT INTO search VALUES (233, 0, 1,80,28,52,0.65,0.35,52,37,15,0.71,0.29,58);
INSERT INTO search VALUES (233, 0, 2,83,82,1,0.01,0.99,15,7,8,0.47,0.53,26);
INSERT INTO search VALUES (233, 0, 3,82,14,68,0.83,0.17,58,37,21,0.64,0.36,25);
INSERT INTO search VALUES (233, 0, 4,28,6,22,0.79,0.21,31,10,21,0.32,0.68,49);
INSERT INTO search VALUES (233, 0, 5,55,44,11,0.2,0.8,28,5,23,0.18,0.82,31);
INSERT INTO search VALUES (233, 0, 6,60,14,46,0.77,0.23,21,13,8,0.62,0.38,11);
INSERT INTO search VALUES (234, 0, 0,75,13,62,0.83,0.17,34,15,19,0.44,0.56,15);
INSERT INTO search VALUES (234, 0, 1,34,0,34,1.0,0.0,67,57,10,0.85,0.15,31);
INSERT INTO search VALUES (234, 0, 2,43,16,27,0.63,0.37,88,18,70,0.2,0.8,62);
INSERT INTO search VALUES (234, 0, 3,28,15,13,0.46,0.54,30,26,4,0.87,0.13,70);
INSERT INTO search VALUES (234, 0, 4,46,21,25,0.54,0.46,6,3,3,0.5,0.5,50);
INSERT INTO search VALUES (234, 0, 5,54,22,32,0.59,0.41,52,19,33,0.37,0.63,58);
INSERT INTO search VALUES (234, 0, 6,33,13,20,0.61,0.39,71,20,51,0.28,0.72,76);
INSERT INTO search VALUES (235, 0, 0,85,79,6,0.07,0.93,10,4,6,0.4,0.6,37);
INSERT INTO search VALUES (235, 0, 1,33,13,20,0.61,0.39,78,78,0,1.0,0.0,62);
INSERT INTO search VALUES (235, 0, 2,2,0,2,1.0,0.0,44,26,18,0.59,0.41,32);
INSERT INTO search VALUES (235, 0, 3,32,32,0,0.0,1.0,17,6,11,0.35,0.65,90);
INSERT INTO search VALUES (235, 0, 4,34,9,25,0.74,0.26,4,0,4,0.0,1.0,50);
INSERT INTO search VALUES (235, 0, 5,70,50,20,0.29,0.71,62,21,41,0.34,0.66,43);
INSERT INTO search VALUES (235, 0, 6,73,9,64,0.88,0.12,17,8,9,0.47,0.53,31);
INSERT INTO search VALUES (236, 0, 0,76,47,29,0.38,0.62,47,44,3,0.94,0.06,53);
INSERT INTO search VALUES (236, 0, 1,29,18,11,0.38,0.62,82,63,19,0.77,0.23,36);
INSERT INTO search VALUES (236, 0, 2,28,26,2,0.07,0.93,68,48,20,0.71,0.29,46);
INSERT INTO search VALUES (236, 0, 3,11,10,1,0.09,0.91,91,42,49,0.46,0.54,38);
INSERT INTO search VALUES (236, 0, 4,14,5,9,0.64,0.36,54,48,6,0.89,0.11,30);
INSERT INTO search VALUES (236, 0, 5,79,45,34,0.43,0.57,9,2,7,0.22,0.78,12);
INSERT INTO search VALUES (236, 0, 6,3,1,2,0.67,0.33,91,53,38,0.58,0.42,9);
INSERT INTO search VALUES (237, 0, 0,27,23,4,0.15,0.85,33,10,23,0.3,0.7,44);
INSERT INTO search VALUES (237, 0, 1,65,32,33,0.51,0.49,91,21,70,0.23,0.77,2);
INSERT INTO search VALUES (237, 0, 2,15,7,8,0.53,0.47,30,1,29,0.03,0.97,83);
INSERT INTO search VALUES (237, 0, 3,75,48,27,0.36,0.64,7,0,7,0.0,1.0,18);
INSERT INTO search VALUES (237, 0, 4,14,0,14,1.0,0.0,100,14,86,0.14,0.86,21);
INSERT INTO search VALUES (237, 0, 5,19,15,4,0.21,0.79,29,16,13,0.55,0.45,46);
INSERT INTO search VALUES (237, 0, 6,26,6,20,0.77,0.23,33,27,6,0.82,0.18,54);
INSERT INTO search VALUES (238, 0, 0,71,39,32,0.45,0.55,54,20,34,0.37,0.63,50);
INSERT INTO search VALUES (238, 0, 1,31,14,17,0.55,0.45,31,10,21,0.32,0.68,28);
INSERT INTO search VALUES (238, 0, 2,85,5,80,0.94,0.06,38,11,27,0.29,0.71,76);
INSERT INTO search VALUES (238, 0, 3,27,1,26,0.96,0.04,80,48,32,0.6,0.4,85);
INSERT INTO search VALUES (238, 0, 4,57,4,53,0.93,0.07,93,65,28,0.7,0.3,2);
INSERT INTO search VALUES (238, 0, 5,80,10,70,0.88,0.12,95,78,17,0.82,0.18,34);
INSERT INTO search VALUES (238, 0, 6,8,3,5,0.62,0.38,82,47,35,0.57,0.43,29);
INSERT INTO search VALUES (239, 0, 0,39,27,12,0.31,0.69,39,3,36,0.08,0.92,43);
INSERT INTO search VALUES (239, 0, 1,17,8,9,0.53,0.47,12,8,4,0.67,0.33,35);
INSERT INTO search VALUES (239, 0, 2,6,6,0,0.0,1.0,82,73,9,0.89,0.11,34);
INSERT INTO search VALUES (239, 0, 3,58,51,7,0.12,0.88,70,37,33,0.53,0.47,57);
INSERT INTO search VALUES (239, 0, 4,80,7,73,0.91,0.09,67,10,57,0.15,0.85,31);
INSERT INTO search VALUES (239, 0, 5,36,6,30,0.83,0.17,35,3,32,0.09,0.91,21);
INSERT INTO search VALUES (239, 0, 6,58,48,10,0.17,0.83,16,7,9,0.44,0.56,39);
INSERT INTO search VALUES (240, 0, 0,91,85,6,0.07,0.93,61,22,39,0.36,0.64,9);
INSERT INTO search VALUES (240, 0, 1,26,8,18,0.69,0.31,14,9,5,0.64,0.36,11);
INSERT INTO search VALUES (240, 0, 2,8,6,2,0.25,0.75,91,61,30,0.67,0.33,35);
INSERT INTO search VALUES (240, 0, 3,1,0,1,1.0,0.0,71,68,3,0.96,0.04,32);
INSERT INTO search VALUES (240, 0, 4,18,7,11,0.61,0.39,40,3,37,0.07,0.93,2);
INSERT INTO search VALUES (240, 0, 5,48,40,8,0.17,0.83,4,4,0,1.0,0.0,26);
INSERT INTO search VALUES (240, 0, 6,35,2,33,0.94,0.06,11,4,7,0.36,0.64,27);
INSERT INTO search VALUES (241, 0, 0,41,17,24,0.59,0.41,11,11,0,1.0,0.0,2);
INSERT INTO search VALUES (241, 0, 1,59,31,28,0.47,0.53,91,2,89,0.02,0.98,21);
INSERT INTO search VALUES (241, 0, 2,19,8,11,0.58,0.42,72,8,64,0.11,0.89,28);
INSERT INTO search VALUES (241, 0, 3,36,10,26,0.72,0.28,5,3,2,0.6,0.4,41);
INSERT INTO search VALUES (241, 0, 4,91,76,15,0.16,0.84,22,2,20,0.09,0.91,29);
INSERT INTO search VALUES (241, 0, 5,12,4,8,0.67,0.33,10,10,0,1.0,0.0,60);
INSERT INTO search VALUES (241, 0, 6,15,4,11,0.73,0.27,9,9,0,1.0,0.0,21);
INSERT INTO search VALUES (242, 0, 0,85,65,20,0.24,0.76,67,19,48,0.28,0.72,104);
INSERT INTO search VALUES (242, 0, 1,14,12,2,0.14,0.86,36,21,15,0.58,0.42,34);
INSERT INTO search VALUES (242, 0, 2,47,6,41,0.87,0.13,89,83,6,0.93,0.07,43);
INSERT INTO search VALUES (242, 0, 3,63,54,9,0.14,0.86,84,49,35,0.58,0.42,52);
INSERT INTO search VALUES (242, 0, 4,99,36,63,0.64,0.36,1,0,1,0.0,1.0,72);
INSERT INTO search VALUES (242, 0, 5,61,19,42,0.69,0.31,45,33,12,0.73,0.27,66);
INSERT INTO search VALUES (242, 0, 6,22,9,13,0.59,0.41,29,16,13,0.55,0.45,2);
INSERT INTO search VALUES (243, 0, 0,76,0,76,1.0,0.0,1,0,1,0.0,1.0,33);
INSERT INTO search VALUES (243, 0, 1,21,20,1,0.05,0.95,84,13,71,0.15,0.85,59);
INSERT INTO search VALUES (243, 0, 2,23,2,21,0.91,0.09,44,43,1,0.98,0.02,2);
INSERT INTO search VALUES (243, 0, 3,39,31,8,0.21,0.79,60,5,55,0.08,0.92,28);
INSERT INTO search VALUES (243, 0, 4,6,5,1,0.17,0.83,99,64,35,0.65,0.35,34);
INSERT INTO search VALUES (243, 0, 5,4,4,0,0.0,1.0,75,60,15,0.8,0.2,31);
INSERT INTO search VALUES (243, 0, 6,2,0,2,1.0,0.0,58,44,14,0.76,0.24,34);
INSERT INTO search VALUES (244, 0, 0,25,19,6,0.24,0.76,86,35,51,0.41,0.59,2);
INSERT INTO search VALUES (244, 0, 1,76,2,74,0.97,0.03,52,21,31,0.4,0.6,60);
INSERT INTO search VALUES (244, 0, 2,1,1,0,0.0,1.0,15,14,1,0.93,0.07,94);
INSERT INTO search VALUES (244, 0, 3,57,47,10,0.18,0.82,12,0,12,0.0,1.0,73);
INSERT INTO search VALUES (244, 0, 4,79,19,60,0.76,0.24,40,22,18,0.55,0.45,34);
INSERT INTO search VALUES (244, 0, 5,82,0,82,1.0,0.0,16,4,12,0.25,0.75,18);
INSERT INTO search VALUES (244, 0, 6,29,19,10,0.34,0.66,60,18,42,0.3,0.7,49);
INSERT INTO search VALUES (245, 0, 0,26,24,2,0.08,0.92,58,17,41,0.29,0.71,38);
INSERT INTO search VALUES (245, 0, 1,41,28,13,0.32,0.68,68,53,15,0.78,0.22,70);
INSERT INTO search VALUES (245, 0, 2,21,4,17,0.81,0.19,17,9,8,0.53,0.47,2);
INSERT INTO search VALUES (245, 0, 3,87,54,33,0.38,0.62,47,47,0,1.0,0.0,67);
INSERT INTO search VALUES (245, 0, 4,18,5,13,0.72,0.28,8,4,4,0.5,0.5,71);
INSERT INTO search VALUES (245, 0, 5,27,19,8,0.3,0.7,49,37,12,0.76,0.24,40);
INSERT INTO search VALUES (245, 0, 6,78,30,48,0.62,0.38,67,11,56,0.16,0.84,33);
INSERT INTO search VALUES (246, 0, 0,22,3,19,0.86,0.14,2,0,2,0.0,1.0,39);
INSERT INTO search VALUES (246, 0, 1,17,13,4,0.24,0.76,57,57,0,1.0,0.0,29);
INSERT INTO search VALUES (246, 0, 2,64,29,35,0.55,0.45,45,28,17,0.62,0.38,45);
INSERT INTO search VALUES (246, 0, 3,6,6,0,0.0,1.0,56,33,23,0.59,0.41,90);
INSERT INTO search VALUES (246, 0, 4,21,11,10,0.48,0.52,28,1,27,0.04,0.96,2);
INSERT INTO search VALUES (246, 0, 5,51,1,50,0.98,0.02,82,25,57,0.3,0.7,75);
INSERT INTO search VALUES (246, 0, 6,29,1,28,0.97,0.03,82,75,7,0.91,0.09,45);
INSERT INTO search VALUES (247, 0, 0,92,82,10,0.11,0.89,1,0,1,0.0,1.0,23);
INSERT INTO search VALUES (247, 0, 1,33,20,13,0.39,0.61,87,13,74,0.15,0.85,53);
INSERT INTO search VALUES (247, 0, 2,61,18,43,0.7,0.3,38,8,30,0.21,0.79,7);
INSERT INTO search VALUES (247, 0, 3,26,15,11,0.42,0.58,51,48,3,0.94,0.06,54);
INSERT INTO search VALUES (247, 0, 4,64,30,34,0.53,0.47,7,0,7,0.0,1.0,36);
INSERT INTO search VALUES (247, 0, 5,7,0,7,1.0,0.0,45,6,39,0.13,0.87,27);
INSERT INTO search VALUES (247, 0, 6,3,2,1,0.33,0.67,53,18,35,0.34,0.66,4);
INSERT INTO search VALUES (248, 0, 0,9,3,6,0.67,0.33,79,50,29,0.63,0.37,17);
INSERT INTO search VALUES (248, 0, 1,84,4,80,0.95,0.05,71,22,49,0.31,0.69,41);
INSERT INTO search VALUES (248, 0, 2,88,67,21,0.24,0.76,16,16,0,1.0,0.0,74);
INSERT INTO search VALUES (248, 0, 3,57,29,28,0.49,0.51,4,4,0,1.0,0.0,29);
INSERT INTO search VALUES (248, 0, 4,77,8,69,0.9,0.1,11,2,9,0.18,0.82,2);
INSERT INTO search VALUES (248, 0, 5,83,28,55,0.66,0.34,5,3,2,0.6,0.4,6);
INSERT INTO search VALUES (248, 0, 6,100,89,11,0.11,0.89,56,51,5,0.91,0.09,37);
INSERT INTO search VALUES (249, 0, 0,70,48,22,0.31,0.69,44,12,32,0.27,0.73,41);
INSERT INTO search VALUES (249, 0, 1,86,1,85,0.99,0.01,8,5,3,0.62,0.38,30);
INSERT INTO search VALUES (249, 0, 2,31,7,24,0.77,0.23,15,15,0,1.0,0.0,60);
INSERT INTO search VALUES (249, 0, 3,12,4,8,0.67,0.33,19,6,13,0.32,0.68,26);
INSERT INTO search VALUES (249, 0, 4,26,24,2,0.08,0.92,4,1,3,0.25,0.75,40);
INSERT INTO search VALUES (249, 0, 5,9,2,7,0.78,0.22,5,2,3,0.4,0.6,2);
INSERT INTO search VALUES (249, 0, 6,74,31,43,0.58,0.42,54,42,12,0.78,0.22,28);
INSERT INTO search VALUES (250, 0, 0,1,1,0,0.0,1.0,94,33,61,0.35,0.65,34);
INSERT INTO search VALUES (250, 0, 1,79,26,53,0.67,0.33,47,20,27,0.43,0.57,42);
INSERT INTO search VALUES (250, 0, 2,63,11,52,0.83,0.17,14,4,10,0.29,0.71,7);
INSERT INTO search VALUES (250, 0, 3,66,35,31,0.47,0.53,79,13,66,0.16,0.84,67);
INSERT INTO search VALUES (250, 0, 4,13,12,1,0.08,0.92,59,9,50,0.15,0.85,43);
INSERT INTO search VALUES (250, 0, 5,61,36,25,0.41,0.59,20,1,19,0.05,0.95,20);
INSERT INTO search VALUES (250, 0, 6,61,55,6,0.1,0.9,8,2,6,0.25,0.75,53);
INSERT INTO search VALUES (251, 0, 0,38,0,38,1.0,0.0,88,78,10,0.89,0.11,23);
INSERT INTO search VALUES (251, 0, 1,36,3,33,0.92,0.08,16,1,15,0.06,0.94,7);
INSERT INTO search VALUES (251, 0, 2,65,60,5,0.08,0.92,35,28,7,0.8,0.2,21);
INSERT INTO search VALUES (251, 0, 3,49,35,14,0.29,0.71,45,3,42,0.07,0.93,55);
INSERT INTO search VALUES (251, 0, 4,61,8,53,0.87,0.13,43,3,40,0.07,0.93,51);
INSERT INTO search VALUES (251, 0, 5,39,21,18,0.46,0.54,32,4,28,0.12,0.88,38);
INSERT INTO search VALUES (251, 0, 6,34,15,19,0.56,0.44,46,39,7,0.85,0.15,2);
INSERT INTO search VALUES (252, 0, 0,37,32,5,0.14,0.86,2,1,1,0.5,0.5,2);
INSERT INTO search VALUES (252, 0, 1,1,1,0,0.0,1.0,46,35,11,0.76,0.24,54);
INSERT INTO search VALUES (252, 0, 2,7,6,1,0.14,0.86,31,25,6,0.81,0.19,64);
INSERT INTO search VALUES (252, 0, 3,97,61,36,0.37,0.63,69,34,35,0.49,0.51,29);
INSERT INTO search VALUES (252, 0, 4,31,11,20,0.65,0.35,66,3,63,0.05,0.95,33);
INSERT INTO search VALUES (252, 0, 5,37,23,14,0.38,0.62,94,59,35,0.63,0.37,35);
INSERT INTO search VALUES (252, 0, 6,8,5,3,0.38,0.62,47,18,29,0.38,0.62,59);
INSERT INTO search VALUES (253, 0, 0,66,38,28,0.42,0.58,4,2,2,0.5,0.5,44);
INSERT INTO search VALUES (253, 0, 1,37,8,29,0.78,0.22,85,6,79,0.07,0.93,53);
INSERT INTO search VALUES (253, 0, 2,2,1,1,0.5,0.5,30,13,17,0.43,0.57,45);
INSERT INTO search VALUES (253, 0, 3,17,10,7,0.41,0.59,3,2,1,0.67,0.33,31);
INSERT INTO search VALUES (253, 0, 4,98,64,34,0.35,0.65,1,1,0,1.0,0.0,33);
INSERT INTO search VALUES (253, 0, 5,43,17,26,0.6,0.4,80,15,65,0.19,0.81,41);
INSERT INTO search VALUES (253, 0, 6,12,7,5,0.42,0.58,97,78,19,0.8,0.2,19);
INSERT INTO search VALUES (254, 0, 0,76,19,57,0.75,0.25,14,0,14,0.0,1.0,87);
INSERT INTO search VALUES (254, 0, 1,3,0,3,1.0,0.0,6,3,3,0.5,0.5,38);
INSERT INTO search VALUES (254, 0, 2,25,16,9,0.36,0.64,56,12,44,0.21,0.79,2);
INSERT INTO search VALUES (254, 0, 3,93,31,62,0.67,0.33,78,69,9,0.88,0.12,9);
INSERT INTO search VALUES (254, 0, 4,96,3,93,0.97,0.03,65,36,29,0.55,0.45,76);
INSERT INTO search VALUES (254, 0, 5,35,6,29,0.83,0.17,56,29,27,0.52,0.48,43);
INSERT INTO search VALUES (254, 0, 6,55,15,40,0.73,0.27,27,22,5,0.81,0.19,48);
INSERT INTO search VALUES (255, 0, 0,87,77,10,0.11,0.89,54,15,39,0.28,0.72,33);
INSERT INTO search VALUES (255, 0, 1,20,18,2,0.1,0.9,53,47,6,0.89,0.11,38);
INSERT INTO search VALUES (255, 0, 2,72,23,49,0.68,0.32,76,26,50,0.34,0.66,81);
INSERT INTO search VALUES (255, 0, 3,79,31,48,0.61,0.39,24,20,4,0.83,0.17,10);
INSERT INTO search VALUES (255, 0, 4,69,54,15,0.22,0.78,6,5,1,0.83,0.17,35);
INSERT INTO search VALUES (255, 0, 5,82,70,12,0.15,0.85,69,22,47,0.32,0.68,13);
INSERT INTO search VALUES (255, 0, 6,7,2,5,0.71,0.29,28,4,24,0.14,0.86,2);
INSERT INTO search VALUES (256, 0, 0,55,19,36,0.65,0.35,31,26,5,0.84,0.16,67);
INSERT INTO search VALUES (256, 0, 1,83,45,38,0.46,0.54,80,4,76,0.05,0.95,39);
INSERT INTO search VALUES (256, 0, 2,43,10,33,0.77,0.23,47,21,26,0.45,0.55,29);
INSERT INTO search VALUES (256, 0, 3,61,36,25,0.41,0.59,99,21,78,0.21,0.79,10);
INSERT INTO search VALUES (256, 0, 4,35,8,27,0.77,0.23,78,75,3,0.96,0.04,38);
INSERT INTO search VALUES (256, 0, 5,94,23,71,0.76,0.24,53,33,20,0.62,0.38,43);
INSERT INTO search VALUES (256, 0, 6,68,17,51,0.75,0.25,10,5,5,0.5,0.5,69);
INSERT INTO search VALUES (257, 0, 0,67,31,36,0.54,0.46,51,11,40,0.22,0.78,53);
INSERT INTO search VALUES (257, 0, 1,29,6,23,0.79,0.21,32,30,2,0.94,0.06,57);
INSERT INTO search VALUES (257, 0, 2,77,0,77,1.0,0.0,49,36,13,0.73,0.27,13);
INSERT INTO search VALUES (257, 0, 3,58,37,21,0.36,0.64,88,50,38,0.57,0.43,10);
INSERT INTO search VALUES (257, 0, 4,79,15,64,0.81,0.19,29,10,19,0.34,0.66,22);
INSERT INTO search VALUES (257, 0, 5,71,32,39,0.55,0.45,26,12,14,0.46,0.54,76);
INSERT INTO search VALUES (257, 0, 6,17,10,7,0.41,0.59,43,37,6,0.86,0.14,45);
INSERT INTO search VALUES (258, 0, 0,57,2,55,0.96,0.04,29,2,27,0.07,0.93,15);
INSERT INTO search VALUES (258, 0, 1,59,37,22,0.37,0.63,66,66,0,1.0,0.0,105);
INSERT INTO search VALUES (258, 0, 2,78,77,1,0.01,0.99,62,52,10,0.84,0.16,28);
INSERT INTO search VALUES (258, 0, 3,93,38,55,0.59,0.41,44,2,42,0.05,0.95,75);
INSERT INTO search VALUES (258, 0, 4,58,6,52,0.9,0.1,57,29,28,0.51,0.49,75);
INSERT INTO search VALUES (258, 0, 5,18,6,12,0.67,0.33,17,10,7,0.59,0.41,17);
INSERT INTO search VALUES (258, 0, 6,40,3,37,0.93,0.07,48,15,33,0.31,0.69,2);
INSERT INTO search VALUES (259, 0, 0,32,11,21,0.66,0.34,61,33,28,0.54,0.46,47);
INSERT INTO search VALUES (259, 0, 1,91,11,80,0.88,0.12,2,1,1,0.5,0.5,7);
INSERT INTO search VALUES (259, 0, 2,77,17,60,0.78,0.22,51,50,1,0.98,0.02,84);
INSERT INTO search VALUES (259, 0, 3,65,48,17,0.26,0.74,36,14,22,0.39,0.61,59);
INSERT INTO search VALUES (259, 0, 4,85,8,77,0.91,0.09,23,17,6,0.74,0.26,12);
INSERT INTO search VALUES (259, 0, 5,18,14,4,0.22,0.78,41,14,27,0.34,0.66,7);
INSERT INTO search VALUES (259, 0, 6,55,46,9,0.16,0.84,24,19,5,0.79,0.21,22);
INSERT INTO search VALUES (260, 0, 0,63,9,54,0.86,0.14,70,39,31,0.56,0.44,11);
INSERT INTO search VALUES (260, 0, 1,8,5,3,0.38,0.62,84,19,65,0.23,0.77,30);
INSERT INTO search VALUES (260, 0, 2,39,33,6,0.15,0.85,65,38,27,0.58,0.42,27);
INSERT INTO search VALUES (260, 0, 3,48,38,10,0.21,0.79,13,10,3,0.77,0.23,9);
INSERT INTO search VALUES (260, 0, 4,10,4,6,0.6,0.4,22,5,17,0.23,0.77,40);
INSERT INTO search VALUES (260, 0, 5,20,10,10,0.5,0.5,16,10,6,0.62,0.38,47);
INSERT INTO search VALUES (260, 0, 6,70,0,70,1.0,0.0,93,10,83,0.11,0.89,46);
INSERT INTO search VALUES (261, 0, 0,53,1,52,0.98,0.02,68,11,57,0.16,0.84,34);
INSERT INTO search VALUES (261, 0, 1,96,10,86,0.9,0.1,41,14,27,0.34,0.66,14);
INSERT INTO search VALUES (261, 0, 2,32,20,12,0.38,0.62,38,30,8,0.79,0.21,60);
INSERT INTO search VALUES (261, 0, 3,18,3,15,0.83,0.17,9,0,9,0.0,1.0,2);
INSERT INTO search VALUES (261, 0, 4,45,28,17,0.38,0.62,74,18,56,0.24,0.76,62);
INSERT INTO search VALUES (261, 0, 5,43,39,4,0.09,0.91,24,11,13,0.46,0.54,12);
INSERT INTO search VALUES (261, 0, 6,47,22,25,0.53,0.47,62,21,41,0.34,0.66,26);
INSERT INTO search VALUES (262, 0, 0,51,17,34,0.67,0.33,82,79,3,0.96,0.04,34);
INSERT INTO search VALUES (262, 0, 1,20,1,19,0.95,0.05,7,3,4,0.43,0.57,39);
INSERT INTO search VALUES (262, 0, 2,66,29,37,0.56,0.44,29,13,16,0.45,0.55,30);
INSERT INTO search VALUES (262, 0, 3,62,8,54,0.87,0.13,27,3,24,0.11,0.89,32);
INSERT INTO search VALUES (262, 0, 4,8,8,0,0.0,1.0,97,52,45,0.54,0.46,2);
INSERT INTO search VALUES (262, 0, 5,6,1,5,0.83,0.17,65,37,28,0.57,0.43,31);
INSERT INTO search VALUES (262, 0, 6,62,22,40,0.65,0.35,2,2,0,1.0,0.0,56);
INSERT INTO search VALUES (263, 0, 0,87,78,9,0.1,0.9,93,19,74,0.2,0.8,17);
INSERT INTO search VALUES (263, 0, 1,40,25,15,0.38,0.62,42,31,11,0.74,0.26,22);
INSERT INTO search VALUES (263, 0, 2,41,35,6,0.15,0.85,3,1,2,0.33,0.67,32);
INSERT INTO search VALUES (263, 0, 3,55,47,8,0.15,0.85,4,4,0,1.0,0.0,58);
INSERT INTO search VALUES (263, 0, 4,39,0,39,1.0,0.0,37,27,10,0.73,0.27,17);
INSERT INTO search VALUES (263, 0, 5,87,33,54,0.62,0.38,78,71,7,0.91,0.09,50);
INSERT INTO search VALUES (263, 0, 6,44,35,9,0.2,0.8,94,88,6,0.94,0.06,19);
INSERT INTO search VALUES (264, 0, 0,45,20,25,0.56,0.44,59,43,16,0.73,0.27,78);
INSERT INTO search VALUES (264, 0, 1,76,1,75,0.99,0.01,77,61,16,0.79,0.21,57);
INSERT INTO search VALUES (264, 0, 2,21,14,7,0.33,0.67,43,30,13,0.7,0.3,2);
INSERT INTO search VALUES (264, 0, 3,53,29,24,0.45,0.55,43,10,33,0.23,0.77,52);
INSERT INTO search VALUES (264, 0, 4,37,19,18,0.49,0.51,52,3,49,0.06,0.94,24);
INSERT INTO search VALUES (264, 0, 5,37,28,9,0.24,0.76,65,35,30,0.54,0.46,30);
INSERT INTO search VALUES (264, 0, 6,13,13,0,0.0,1.0,85,5,80,0.06,0.94,42);
INSERT INTO search VALUES (265, 0, 0,21,21,0,0.0,1.0,10,4,6,0.4,0.6,29);
INSERT INTO search VALUES (265, 0, 1,53,40,13,0.25,0.75,75,45,30,0.6,0.4,77);
INSERT INTO search VALUES (265, 0, 2,22,7,15,0.68,0.32,6,0,6,0.0,1.0,92);
INSERT INTO search VALUES (265, 0, 3,84,18,66,0.79,0.21,90,54,36,0.6,0.4,26);
INSERT INTO search VALUES (265, 0, 4,93,51,42,0.45,0.55,7,0,7,0.0,1.0,32);
INSERT INTO search VALUES (265, 0, 5,83,19,64,0.77,0.23,10,7,3,0.7,0.3,55);
INSERT INTO search VALUES (265, 0, 6,42,41,1,0.02,0.98,3,2,1,0.67,0.33,7);
INSERT INTO search VALUES (266, 0, 0,68,0,68,1.0,0.0,61,1,60,0.02,0.98,17);
INSERT INTO search VALUES (266, 0, 1,72,37,35,0.49,0.51,11,4,7,0.36,0.64,32);
INSERT INTO search VALUES (266, 0, 2,17,15,2,0.12,0.88,92,46,46,0.5,0.5,49);
INSERT INTO search VALUES (266, 0, 3,74,61,13,0.18,0.82,95,27,68,0.28,0.72,68);
INSERT INTO search VALUES (266, 0, 4,54,40,14,0.26,0.74,40,21,19,0.53,0.47,66);
INSERT INTO search VALUES (266, 0, 5,60,46,14,0.23,0.77,9,6,3,0.67,0.33,32);
INSERT INTO search VALUES (266, 0, 6,40,31,9,0.23,0.77,49,18,31,0.37,0.63,63);
INSERT INTO search VALUES (267, 0, 0,29,11,18,0.62,0.38,48,46,2,0.96,0.04,17);
